CÓDIGO,NOMBRE,NIT,RAZÓN SOCIAL,NIVEL DE ATENCIÓN,GERENTE,DIRECCION,BARRIO,MUNICIPIO,DEPARTAMENTO,TELEFONO,E-MAIL EMPRESARIAL,E-MAIL 2 EMPRESARIAL,NOMBRE DEL REPRESENTANTE LEGAL,E-MAIL REPRESENTANTE LEGAL,E-MAIL REPRESENTANTE LEGAL,TELEFONO REPRESENTANTE LEGAL,NOMBRE PERSONA ENCARGADA DE TECNOLOGIA,EMAIL PERSONA ENCARGADA DE TECNOLOGIA,TELEFONO PERSONA ENCARGADA DE TECNOLOGIA
58580629401,E.S.E HOSPITAL SAN CAMILO DE LELIS,,,,,,,VEGACHÍ,Antioquia,,,,,,,,,,
58730436301,E.S.E HOSPITAL ATRATO MEDIO ANTIOQUEÑO,,,,,,,VIGÍA DEL FUERTE,Antioquia,,,,,,,,,,
84360007801,HOSPITAL DE MANATI ESE,,,,,,,MANATÍ,Atlántico,,,,,,,,,,
85600015301,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE PONEDERA,,,,,,,PONEDERA,Atlántico,,,,,,,,,,
110011693801,HOSPITAL MILITAR CENTRAL,,,,,,,BOGOTÁ,Bogotá D.C,,,,,,,,,,
152380066401,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,,,,,,,DUITAMA,Boyacá,,,,,,,,,,
156960068701,ESE CENTRO DE SALUD SANTA SOFIA,,,,,,,SANTA SOFÍA,Boyacá,,,,,,,,,,
200010046401,HOSPITAL EDUARDO ARREDONDO DAZA - CENTRO DE SALUD SAN MARTIN,,,,,,,VALLEDUPAR,Cesar,,,,,,,,,,
201780056801,Hospital Regional San andres ESE,,,,,,,CHIRIGUANÁ,Cesar,,,,,,,,,,
203830045301,HOSPITAL SAN JOSE ESE,,,,,,,LA GLORIA,Cesar,,,,,,,,,,
230010055361,HOSPITAL LA GLORIA,,,,,,,MONTERÍA,Córdoba,,,,,,,,,,
235700040403,ESE CAMU SEDE III,,,,,,,PUEBLO NUEVO,Córdoba,,,,,,,,,,
252450005701,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,,,,,,,EL COLEGIO,Cundinamarca,,,,,,,,,,
270010002607,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDO,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002611,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002612,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002613,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002614,HOSPITAL LOCAL ISMAEL ROLDAN VALENCAI DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002615,HOSPITAL LOCAL ISAMEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002616,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002617,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002618,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002619,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002620,HOSPITAL LOCAL ISAMEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002621,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002622,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002623,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002624,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002625,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002626,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002627,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002628,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002629,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002630,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÓ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002631,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÓ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002632,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÓ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
270010002633,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÓ,,,,,,,QUIBDÓ,Chocó,,,,,,,,,,
415030048001,ESE MUNICIPAL DAVID MOLINA MUÑOZ DE OPORAPA,,,,,,,OPORAPA,Huila,,,,,,,,,,
418070040201,EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL SAN ANTONIO DE TIMANA,,,,,,,TIMANÁ,Huila,,,,,,,,,,
479800023801,E.S.E. HOSPITAL LOCAL ZONA BANANERA,,,,,,,ZONA BANANERA CORREGIMIENTO DE SEVILLA,Magdalena,,,,,,,,,,
520010145701,HOSPITAL LOCAL CIVIL,,,,,,,PASTO,Nariño,,,,,,,,,,
633020043001,ESE HOSPITAL SAN VICENTE DE PAUL,,,,,,,BARBOSA,Antioquia,,,,,,,,,,
664400027401,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSÉ DE MARSELLA,,,,,,,MARSELLA,Risaralda,,,,,,,,,,
666870080801,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL,,,,,,,CALDAS,Antioquia,,,,,,,,,,
682090076901,ESE CENTRO DE SALUD SAN CAYETANO,,,,,,,CONFINES,Santander,,,,,,,,,,
684060072401,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,,,,,,,LEBRÍJA,Santander,,,,,,,,,,
685730078301,ESE Centro de Salud Puerto Parra,,,,,,,PUERTO PARRA,Santander,,,,,,,,,,
687800074701,ESE HOSPITAL SAN SEBASTIAN DE SURATA,,,,,,,SURATÁ,Santander,,,,,,,,,,
702150045013,ESE CENTRO DE SALUD CARTAGENA DE INDIAS COROZAL SEDE LA MACARENA,,,,,,,COROZAL,Sucre,,,,,,,,,,
730010104702,HOSPITAL FEDERICO LLERAS ACOSTA DE IBAGUE TOLIMA ESE SEDE EL LIMONAR,,,,,,,IBAGUÉ,Tolima,,,,,,,,,,
730240104401,E.S.E. HOSPITAL SAN ISIDRO - (730240104401),,,,,,,ALPUJARRA,Tolima,,,,,,,,,,
738540046401,HOSPITAL LOCAL VITO FASAEL GUTIERREZ PEDRAZA E.S.E. - (738540046401),,,,,,,VALLE DE SAN JUAN,Tolima,,,,,,,,,,
738700077001,HOSPITAL ISMAEL PERDOMO EMPRESA SOCIAL DEL ESTADO - (738700077001),,,,,,,VILLAHERMOSA,Tolima,,,,,,,,,,
762460210401,E.S.E. HOSPITAL SANTA CATALINA EMPRESA SOCIAL DEL ESTADO,,,,,,,EL CAIRO,Valle del Cauca,,,,,,,,,,
762480472201,E.S.E. HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,,,,,,,EL CERRITO,Valle del Cauca,,,,,,,,,,
767360471001,E.S.E. HOSPITAL DEPARTAMENTAL CENTENARIO DE SEVILLA EMPRESA SOCIAL DEL ESTADO,,,,,,,SEVILLA,Valle del Cauca,,,,,,,,,,
768630165601,E.S.E. HOSPITAL SAN NICOLAS,,,,,,,PLANETA RICA,Córdoba,,,,,,,,,,
817360006716,HOSPITAL DEL SARARE SEDE B,,,,,,,SARAVENA,Arauca,,,,,,,,,,
868650001013,ESE HOSPITAL SAGRADO CORAZON DE JESUS SEDE P Y P,,,,,,,VALLE DEL GUAMUEZ,Putumayo,,,,,,,,,,
915300001918,PUESTO DE SALUD DE PUERTO ALEGRÍA - E.S.E HOSPITAL SAN RAFAEL DE LETICIA,,,,,,,PUERTO ALEGRÍA,Amazonas,,,,,,,,,,
950010000101,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE DEL GUAVIARE,,,,,,,SAN JOSÉ DEL GUAVIARE,Guaviare,,,,,,,,,,
