CÓDIGO,NOMBRE,NIT,RAZÓN SOCIAL,NIVEL DE ATENCIÓN,GERENTE,DIRECCION,BARRIO,MUNICIPIO,DEPARTAMENTO,TELEFONO,E-MAIL EMPRESARIAL,E-MAIL 2 EMPRESARIAL,NOMBRE DEL REPRESENTANTE LEGAL,E-MAIL REPRESENTANTE LEGAL,E-MAIL REPRESENTANTE LEGAL,TELEFONO REPRESENTANTE LEGAL,NOMBRE PERSONA ENCARGADA DE TECNOLOGIA,EMAIL PERSONA ENCARGADA DE TECNOLOGIA,TELEFONO PERSONA ENCARGADA DE TECNOLOGIA
413960040702,Hospital departamental San Antonio de Padua,,,,,,,NEIVA,Huila,3138843302,,,,,,,DIEGO ALEJANDRO CAMPO,diegoalejandrocampo@hotmail.com,3138843302
154660076401,ESE HOSPITAL LAS MERCEDES DE MONGUI,,,,,,,MONGUÍ,Boyacá,3134230605,,,,,,,LUIS FERNANDO TENZA,eselasmercedes@yahoo.es,3134230605
1875660200103,IPS SOLANO,,,,,,,SOLANO,Caquetá,3208556315,,,,,,,jairo andres cabrera garcia,jairogarcia82@hotmail.com,3208556315
187850200102,IPS SOLITA,,,,,,,SOLITA,Caquetá,3208556315,,,,,,,jairo andres cabrera garcia,jairogarcia82@hotmail.com,3208556315
18460200104,IPS MILAN,,,,,,,MILÁN,Caquetá,3208556315,,,,,,,jairo andres cabrera garcia,jairogarcia82@hotmail.com,3208556315
188600200101,IPS VALPARAISO,,,,,,,VALPARAISO,Caquetá,3208556315,,,,,,,jairo andres cabrera garcia,jairogarcia82@hotmail.com,3208556315
18000200105,SAN ANTONIO DE GETUCHA,,,,,,,MILÁN,Caquetá,3208556315,,,,,,,jairo andres cabrera garcia,jairogarcia82@hotmail.com,3208556315
9154000019,Hospital Local de Puerto Nariño - ESE Hospital San Rafael de Leticia,,,,,,,PUERTO NARIÑO,Amazonas,3212141427,,,,,,,JOSE ALFREDO MIGUEL ALTAMAR,sistemas@esehospitalsanrafael-leticia-amazonas.gov.co,3212141427
9140700019,Centro de Salud la Pedrera - ESE Hospital San Rafael de Leticia,,,,,,,LA PEDRERA,Amazonas,3203014882,,,,,,,JOSE ALFREDO MIGUEL ALTAMAR,sistemas@esehospitalsanrafael-leticia-amazonas.gov.co,3203014882
9140500019,Centro de Salud La Chorrera - ESE Hospital San Rafael de Leticia,,,,,,,LA CHORRERA,Amazonas,3203016139,,,,,,,JOSE ALFREDO MIGUEL ALTAMAR,sistemas@esehospitalsanrafael-leticia-amazonas.gov.co,3203016139
9153600019,Centro de Salud Puerto Arica - ESE Hospital San Rafael de Leticia,,,,,,,PUERTO ALEGRÍA,Amazonas,3203014865,,,,,,,JOSE ALFREDO MIGUEL ALTAMAR,sistemas@esehospitalsanrafael-leticia-amazonas.gov.co,3203014865
9179800019,Centro de Salud Mirití- ESE Hospital San Rafael de Leticia,,,,,,,MIRITI - PARANÁ,Amazonas,3203014921,,,,,,,JOSE ALFREDO MIGUEL ALTAMAR,sistemas@esehospitalsanrafael-leticia-amazonas.gov.co,3203014921
9153000019,Centro de Salud Puerto Alegria - ESE Hospital San Rafael de Leticia,,,,,,,PUERTO ALEGRÍA,Amazonas,3134413823,,,,,,,JOSE ALFREDO MIGUEL ALTAMAR,sistemas@esehospitalsanrafael-leticia-amazonas.gov.co,3134413823
9166900019,Centro de Salud Puerto Santander- ESE Hospital San Rafael de Leticia,,,,,,,PUERTO SANTANDER,Amazonas,3203014896,,,,,,,JOSE ALFREDO MIGUEL ALTAMAR,sistemas@esehospitalsanrafael-leticia-amazonas.gov.co,3203014896
9143000019,Centro de Salud La Victora- ESE Hospital San Rafael de Leticia,,,,,,,LA VICTORIA,Amazonas,3134413823,,,,,,,JOSE ALFREDO MIGUEL ALTAMAR,sistemas@esehospitalsanrafael-leticia-amazonas.gov.co,3134413823
